FID,gid,nid_id1,lat,lon,cordfrom,dmname,owname,county,city,state,water,btyear,stor,fedreg,esth,esthfr,huc02,qyr,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,mwhyr,mwh01,mwh02,mwh03,mwh04,mwh05,mwh06,mwh07,mwh08,mwh09,mwh10,mwh11,mwh12,cf,mw
ReAtlas_NonPowered_Dams.503,503,TX03547,32.2770724800,-94.5567193600,NHD,MARTIN LAKE DAM,LUMINANT GENERATION COMPANY LLC,RUSK,TATUM,TX,MARTIN CREEK,1974,182300,,55,Head estimated from NID,12,96.5494436700,137.880532100,172.927632300,198.960625800,129.660154400,74.9289030300,70.4624284300,88.6127596000,62.2494896100,55.6847546400,34.3015277300,45.8487959700,91.7400083000,3330.84064200,403.994878500,457.650184300,582.961732600,367.653753500,219.544359300,199.797512300,259.638547300,182.393225600,157.895146400,100.504700100,130.005104600,268.801497600,24.5734934300,1.54732965100
ReAtlas_NonPowered_Dams.504,504,MS02816,32.8300000000,-89.1066700000,NID,YATES LAKE NUMBE 2 DAM,CECIL H YATES,NESHOBA,EDINBURG,MS,TR-PEARL RIVER,0,78,,9,Head estimated from NID,3,631.238741600,854.249301700,1506.66297500,1307.97065400,930.547348800,369.758355300,325.281974700,328.437629800,255.928757400,345.813317100,316.838918500,386.165191000,714.601623900,3603.10093000,414.129572600,659.726706500,634.088113200,436.565737800,179.254310600,152.605845900,159.222530200,124.071119200,162.238113000,153.599617400,181.169170800,346.430093100,26.6610582900,1.54274780500
ReAtlas_NonPowered_Dams.508,508,LA00012,31.0014030200,-92.3826507700,NHD,BAYOU COCODRIE DAM,STATE OF LOUISIANA,RAPIDES,LONE PINE,LA,BAYOU COCODRIE,1959,100000,,25,Head estimated from NID,8,366.374267700,497.962095500,686.163483400,466.689573400,279.530285700,274.238891200,261.262602700,226.010114500,100.146302500,294.210098600,291.007134300,484.493572200,561.014707600,5745.21601100,663.203048700,825.418441000,621.553228000,360.278758400,365.240789100,336.734053300,301.008045300,133.378290700,379.199158200,387.573312100,624.450199400,747.178686500,43.0763824000,1.52252009100
ReAtlas_NonPowered_Dams.511,511,IA01320,42.4973344700,-92.3384531000,NHD,WATERLOO MILLDAM,City of Waterloo,BLACK HAWK,WATERLOO,IA,CEDAR RIVER,1915,882,,4,Head estimated from NID,7,2380.18009000,815.870868300,1178.42834000,2594.75301200,4215.17456700,4671.14148700,5707.14099300,3291.60873100,1632.56225000,1234.22771700,1289.73474500,999.644432600,900.590456000,7315.55514100,212.974558100,277.847066200,677.333138800,1064.83281300,1219.35263600,1441.73174800,859.240037000,426.163302800,311.789263000,336.671767500,252.529088900,235.089720500,55.9900094200,1.49153222700
ReAtlas_NonPowered_Dams.514,514,LA00346,32.5128722200,-93.7984470300,NHD,CROSS LAKE DAM AND SPILLWAY,CITY OF SHREVEPORT,CADDO,SHREVEPORT,LA,CROSS BAYOU,1925,215000,,35,Head estimated from NID,11,212.168390000,295.554693100,367.075530200,523.603054100,342.075095800,173.660543500,184.084545900,133.014827800,25.6744743700,23.5389969700,87.4802587100,125.403941900,274.246667300,4657.89951500,551.081870200,618.201473700,976.293583100,617.247418000,323.801920100,332.165983600,248.015212800,47.8718074400,42.4742557500,163.112905000,226.281481200,511.351603900,35.8431370300,1.48347419600
ReAtlas_NonPowered_Dams.519,519,LA00018,31.5522147500,-92.6582053700,NHD,IATT LAKE DAM,STATE OF LOUISIANA,GRANT,COLFAX,LA,BAYOU RIGOLETTE,1956,167000,,30,Head estimated from NID,11,237.942384300,408.880584900,510.033645300,499.540229300,391.905761100,244.731964000,164.119002100,120.388591400,26.2144793400,28.6491119700,68.5849530600,116.039470700,294.453644500,4477.48824100,653.473474100,736.252254600,798.365833900,606.139634500,391.130938200,253.834063800,192.405200800,41.8960144400,44.3100459000,109.612559800,179.472029600,470.596191500,35.8431370300,1.42601579300
ReAtlas_NonPowered_Dams.523,523,OK02500,34.8862516800,-99.2956893600,NHD,ALTUS,DOI BR,KIOWA,ALTUS,OK,NORTH FORK RED RIVER,1944,168120,DOI BR,62,Head estimated from NID,11,113.859864800,64.6860048100,74.1749054000,146.482269200,134.267685400,257.644109700,256.181731900,88.0897104000,60.5590338900,61.5546596200,91.0446805900,68.6366953600,61.2596790000,4427.96055200,213.654595100,221.286667000,483.823510300,429.173573500,850.985434800,818.859943700,290.955848400,200.023419300,196.753471600,300.715965100,219.390508800,202.337614600,35.8431370300,1.41024193400
ReAtlas_NonPowered_Dams.524,524,TX03453,32.3657820200,-94.6048955600,NHD,LAKE CHEROKEE DAM,CHEROKEE WATER COMPANY,GREGG,NONE,TX,CHEROKEE BAYOU,1948,101041,,42,Head estimated from NID,12,114.491840700,163.503748000,205.063873700,235.934744000,153.755725300,88.8534175100,83.5569095400,105.080232200,73.8177080800,66.0330066700,40.6759987300,54.3691692600,108.788637400,3016.23529800,365.836659200,414.424101400,527.899693900,332.928034700,198.807903800,180.926190700,235.115106200,165.165777800,142.981596900,91.0118065300,117.725831900,243.412595300,24.5734934300,1.40118090700
ReAtlas_NonPowered_Dams.525,525,TX04585,31.5886306800,-94.8264593000,NHD,BAYOU LOCO DAM,CITY OF NACOGDOCHES,NACOGDOCHES,NONE,TX,BAYOU LOCO,1977,122000,,71,Head estimated from NID,12,67.3113600000,94.0072683900,118.623200300,116.205842200,86.6332266300,55.7101828800,57.6095445000,57.1973420500,32.0860367900,31.7019970200,39.2214415200,53.3136929000,69.1023041800,2997.69956000,355.574003400,405.260748600,439.538104400,317.111957800,210.718735900,210.873773900,216.343781100,121.362536600,116.041878300,148.351560700,195.149253800,261.373225300,24.5734934300,1.39257019800
ReAtlas_NonPowered_Dams.528,528,AR00288,36.0658248800,-94.0692511600,NHD,LAKE SEQUOYAH,City of Fayetteville,WASHINGTON,GOSHEN,AR,WHITE RIVER,1960,6000,,28,Head estimated from NID,11,243.251140000,271.983082600,321.852768300,392.602653900,399.509678900,318.771585800,207.089994700,189.732224600,158.396767900,145.806855700,120.146654500,160.686053200,238.109324700,4272.22685500,405.704796700,433.632512700,585.627526500,576.706859600,475.497079400,298.941995100,283.014931900,236.273256100,210.477538500,179.217301200,231.956205400,355.176852300,35.8431370300,1.36064298500
ReAtlas_NonPowered_Dams.530,530,LA00011,32.7406570800,-92.9034882300,NHD,LAKE CLAIBORNE,STATE OF LOUISIANA,CLAIBORNE,AYCOCK,LA,BAYOU DARBONNE,1966,200000,,67,Head estimated from NID,8,120.964110000,204.504973300,231.190559800,261.654548900,203.756438800,99.9561072700,70.3999683400,47.3947641100,16.7965595400,53.6575394600,34.4569431000,57.3880543300,177.897537500,5083.61587500,729.942912500,745.334898200,933.927818200,703.810796400,356.774952200,243.173948600,169.166898900,59.9522319300,185.342636500,122.987724900,198.228495100,634.972561100,43.0763824000,1.34719169700
ReAtlas_NonPowered_Dams.535,535,IA01288,43.3391000000,-91.6422000000,NID,DECORAH LOWER MILLDAM,IOWA DEPT. OF NATURAL RESOURCES,WINNESHIEK,LANSING,IA,UPPER IOWA RIVER,1973,1318,,18,Head estimated from NID,7,540.921735000,221.022641000,343.765151300,640.830067500,960.544626900,935.322451500,1157.58313500,613.274769200,454.242336500,316.774415100,349.420375900,264.902955600,231.592360900,6412.65132400,222.540360600,312.629682600,645.230523600,935.942420200,941.745129700,1127.93422600,617.486008300,457.361530700,308.660945500,351.819778000,258.118057700,233.182660800,55.9900094200,1.30744364900
ReAtlas_NonPowered_Dams.537,537,WI00296,42.6693977300,-89.0315255700,NHD,MONTEREY,CITY OF JANESVILLE,Rock,JANESVILLE,WI,ROCK,1855,340,,7,Head estimated from NID,7,1431.81921000,1001.96426100,1339.96884400,1912.34958000,2189.00580100,1996.54916000,2542.43389200,1405.90955400,1071.38976400,989.782384000,864.212160700,909.248439700,979.263215200,6286.77062000,373.646131700,451.335295200,713.141227600,789.977519600,744.540398600,917.524119500,524.282838100,399.535848100,357.196784200,322.276495700,328.133359400,365.180602300,55.9900094200,1.28177845700
ReAtlas_NonPowered_Dams.540,540,TX00244,32.2125002800,-95.1427931000,NHD,MUD CREEK DAM,CITY OF TYLER,SMITH,NONE,TX,MUD CREEK,1967,85010,,57,Head estimated from NID,12,76.3715000000,106.660689900,134.589937600,131.847202000,98.2940987700,63.2087991100,65.3638156800,64.8961305800,36.4048320900,35.9691003900,44.5006655800,60.4897404700,78.4035060900,2730.53386000,323.883977200,369.142462100,400.364897400,288.849806600,191.938728900,192.079949400,197.062450000,110.546273600,105.699811300,135.129939300,177.756854700,238.078709200,24.5734934300,1.26845936400
ReAtlas_NonPowered_Dams.542,542,LA00013,32.6521638800,-93.6582505700,NHD,CYPRESS BLACK BAYOU SITE NO 1,,BOSSIER,BENTON,LA,CYPRESS BAYOU,1975,77000,,36,Head estimated from NID,11,174.946604900,300.628533700,375.001094700,367.285834200,288.147832600,179.938628100,120.668128500,88.5154420100,19.2741371900,21.0641953800,50.4269330400,85.3177607700,216.496382200,3950.47583400,576.557888900,649.593384400,704.396028400,534.795369500,345.093774900,223.957111900,169.758591300,36.9647408700,39.0946343400,96.7108667200,158.347689100,415.205754200,35.8431370300,1.25816989900
ReAtlas_NonPowered_Dams.547,547,IA01267,41.6203688700,-94.0135385000,NHD,ADEL MILLDAM,CITY OF ADEL,DALLAS,ADEL,IA,NORTH RACCOON RIVER,1927,1448,,10,Head estimated from NID,7,929.800600000,236.376036000,339.607714900,975.413186400,1636.86708800,2083.75143800,2319.32703000,1435.99932200,579.939911400,378.212438700,482.873151100,351.266114700,312.034788600,6123.79313000,132.221769200,171.582662900,545.617311100,886.079106300,1165.58897600,1255.51258000,803.255583800,324.401248100,204.736317300,270.104970900,190.149565100,174.543039500,55.9900094200,1.24854978600
ReAtlas_NonPowered_Dams.551,551,MN00646,48.0497472600,-91.4377257000,NHD,PRAIRIE PORTAGE,USDA FS,Lake,ISLAND VIEW,MN,RAINY RIVER,1975,3163,,13,Head estimated from NID,9,620.573796000,375.981984400,317.891465700,316.709272400,905.045533900,1100.08365100,1138.77883000,819.030360300,472.752977200,400.158159400,499.323322900,630.403799100,460.534070600,5060.32226600,260.387785100,198.851457200,219.338238000,606.573680600,761.867209700,763.224877400,567.222660400,327.406912400,268.191376600,345.808308600,422.505098800,318.944661200,46.9127453000,1.23135483900
ReAtlas_NonPowered_Dams.553,553,AL05903,34.4544306800,-87.9753210400,NHD,Little Bear Creek,TVA,Franklin,Jordans Mill,AL,Little Bear Creek,1975,45320,TVA,79,Head estimated from NID,6,92.0367034700,156.344589400,175.586304600,143.663805200,122.475817600,75.4763387500,53.4187807200,44.7422604000,31.7652239800,32.5016923800,38.3851395000,72.0802701300,163.257591500,4560.67931900,657.991323700,667.458529200,604.623017000,498.823860100,317.649470500,217.565907600,188.302129700,133.687017000,132.374047200,161.547571600,293.571084500,687.085361500,42.6013356300,1.22208725500
ReAtlas_NonPowered_Dams.560,560,KS00005,38.6070856100,-97.9666258300,NHD,KANOPOLIS DAM,CENWK,ELLSWORTH,,KS,SMOKY HILL RIVER,1948,433000,CE,91,Head estimated from NID,10,70.3226200000,32.3635610400,46.9992100800,56.8551152900,73.9723167300,151.353072500,141.580263200,63.8215728200,86.0762485700,57.8340033000,49.9911335200,44.1042624700,37.8313300800,4044.88118000,158.101451500,207.379800000,277.746822800,349.710229800,739.385273900,669.332374100,311.779142200,420.496984900,273.415021700,244.215114700,208.506539200,184.812425000,38.3161116300,1.20509208100
ReAtlas_NonPowered_Dams.564,564,ND00309,47.0359837300,-98.0810376900,NHD,BALDHILL,CEMVP,BARNES,VALLEY CITY,ND,SHEYENNE RIVER,1950,156000,CE,55,Head estimated from NID,9,141.980000000,46.0415295100,40.3223480700,159.016904800,414.770125100,219.899500000,289.971679900,169.666225000,70.8998095300,66.6819444300,66.6650670000,88.9121838800,70.5076174700,4898.14064600,134.903324200,106.712442600,465.925204800,1176.08832200,644.313381100,822.220033900,497.128092800,207.738971600,189.077880400,195.331024900,252.112133400,206.589834900,46.9127453000,1.19189033200
ReAtlas_NonPowered_Dams.567,567,IA01269,42.0773093300,-93.9360702300,NHD,BOONE MILLDAM,CITY OF BOONE,BOONE,BOONE,IA,DES MOINES RIVER,1932,387,,4,Head estimated from NID,7,1876.38607000,477.019160100,685.346068400,1968.43464700,3303.28309400,4205.11900300,4680.52282400,2897.92147200,1170.34896600,763.252412800,974.463185300,708.873326700,629.702466100,5767.12905800,124.520863300,161.589286300,513.839279400,834.471781300,1097.70234000,1182.38858300,756.472095000,305.507358600,192.811994100,254.373424000,179.074808500,164.377243600,55.9900094200,1.17583131800
ReAtlas_NonPowered_Dams.568,568,IA01292,42.1258825300,-93.9769340300,NHD,FRASER MILLDAM,CITY OF FRASER,BOONE,FRASER,IA,DES MOINES RIVER,1911,345,,4,Head estimated from NID,7,1865.57041000,474.269578200,681.395671300,1957.08841000,3284.24267000,4180.88031500,4653.54386500,2881.21758900,1163.60296900,758.852956500,968.846290800,704.787316400,626.072803800,5733.88680100,123.803113700,160.657870900,510.877463000,829.661810100,1091.37508400,1175.57318800,752.111721000,303.746386400,191.700608200,252.907192400,178.042605100,163.429758200,55.9900094200,1.16905372000
ReAtlas_NonPowered_Dams.569,569,MN00010,47.9230552600,-97.0181454300,NHD,GRAND FORKS EAST,CITY OF EAST GRAND FORKS,Polk,EAST GRAND FORKS,MN/ND,RED LAKE RIVER,1937,80,,7,Head estimated from NID,9,1087.86993900,318.077298100,300.007059800,792.005320000,3138.73447100,1692.97017700,2256.41530900,1441.98005000,670.936837400,683.718447900,527.074204700,834.451587700,404.463705800,4776.57285200,118.615360500,101.049942700,295.349580500,1132.71955300,631.331657700,814.304543600,537.734017700,250.201492900,246.743157800,196.553156000,301.140360300,150.830029500,46.9127453000,1.16230860100
ReAtlas_NonPowered_Dams.570,570,IA00415,41.6957782700,-94.3813956300,NHD,LAKE PANORAMA DAM,LAKE PANORAMA ASSOCIATION,GUTHRIE,PANORA,IA,MIDDLE RACCOON RIVER,1969,60200,,49,Head estimated from NID,7,185.471940000,47.1511009700,67.7432362700,194.570509000,326.514001400,415.656240400,462.647672700,286.445911100,115.683492200,75.4439120900,96.3211038100,70.0687951300,62.2431278300,5700.53589600,123.083018200,159.723411300,507.905966300,824.836117800,1085.02714800,1168.73551700,747.737095600,301.979658700,190.585589900,251.436168600,177.007027900,162.479176100,55.9900094200,1.16225396900
ReAtlas_NonPowered_Dams.572,572,TX00330,32.0270792800,-94.4132293000,NHD,MURVAUL BAYOU DAM,PANOLA COUNTY FWSD 1,PANOLA,RUNCOMBE,TX,MURVAUL BAYOU,1956,92000,,46,Head estimated from NID,12,85.3925331400,121.947547900,152.944729800,175.969443100,114.677087800,66.2703853300,62.3200406600,78.3729840800,55.0561598600,49.2500223300,30.3377651100,40.5506720800,81.1388590300,2463.87754000,298.841648200,338.531359300,431.226370200,271.959521100,162.400569100,147.793502000,192.058898700,134.919265200,116.797633600,74.3449777100,96.1669115200,198.836883500,24.5734934300,1.14458516100
ReAtlas_NonPowered_Dams.573,573,IA01314,42.9552877300,-92.5356537000,NHD,NASHUA MILLDAM,CITY OF NASHUA,CHICKASAW,NASHUA,IA,CEDAR RIVER,1917,5242,,17,Head estimated from NID,7,521.272390000,178.680159200,258.082218200,568.265027300,923.146164500,1023.00540100,1249.89492900,720.880221400,357.540015400,270.302585300,282.458926400,218.927569700,197.234209900,5558.46702900,161.821220200,211.112311600,514.647740000,809.075725500,926.482173200,1095.44911300,652.863292500,323.805182500,236.902094900,255.808190000,191.875337900,178.624647800,55.9900094200,1.13328825300
ReAtlas_NonPowered_Dams.574,574,TX04744,28.7321028200,-97.1647042900,NHD,COLETO CREEK DAM,GUADALUPE-BLANCO RIVER AUTHORITY,VICTORIA,RAISIN,TX,COLETO CREEK,1980,169000,,45,Head estimated from NID,12,85.3555400000,66.5582738000,67.4537925400,85.3179060800,70.7383542700,64.8651138700,73.0114391900,150.035978900,76.4208468100,79.0813397800,62.8880073800,139.126373400,87.6990573400,2436.04048100,161.333169500,147.680898600,206.805366500,165.934285200,157.229053800,171.266367400,363.678001900,185.239441000,185.504818700,152.436669100,326.355278600,212.577131000,24.5734934300,1.13165355900
ReAtlas_NonPowered_Dams.575,575,AR01157,36.4666700000,-91.5300000000,NID,MAMMOTH SPRINGS DAM 3,Arkansas Game and Fish Commission,FULTON,NONE,AR,SPRING RIVER,1930,350,,26,Head estimated from NID,11,215.269740000,240.696621100,284.829751400,347.441213400,353.553717000,282.103000200,183.268244100,167.907154100,140.176243500,129.034560400,106.326075500,142.202190300,210.719392400,3510.73237600,333.390761500,356.340558000,481.243526400,473.912905800,390.743059200,245.657680700,232.569504800,194.159204900,172.961393200,147.273073900,190.611638300,291.869068900,35.8431370300,1.11811791400
ReAtlas_NonPowered_Dams.576,576,TX05827,31.7150000000,-98.0183300000,NID,HAMILTON LOW WATER LAKE DAM,UPPER LEON RIVER MWD,HAMILTON,NONE,TX,LEON RIVER,1956,90,,8,Head estimated from NID,12,455.425379500,354.753655700,411.603593300,652.715009300,485.682032200,528.355953900,573.019046500,552.274837700,501.200365800,380.490572000,258.200433500,311.463963700,448.812468600,2399.59476000,158.750969100,166.366163100,292.087589700,210.329942700,236.437365300,248.152196700,247.140978700,224.285338500,164.775624600,115.543753700,134.882893100,200.841945300,24.5734934300,1.11472283500
ReAtlas_NonPowered_Dams.577,577,IA01297,42.4081323300,-91.3454726400,NHD,HATWICK LAKE DAM,LAKE DELHI RECREATION ASSOCIATION,DELAWARE,HOPKINTON,IA,MAQUOKETA RIVER,1922,9920,,38,Head estimated from NID,7,223.583270000,91.3569590800,142.091048800,264.879136400,397.029172200,386.603899700,478.472588100,253.489496600,187.755418900,130.934763700,144.428565500,109.494341300,95.7258213400,5399.34928700,187.375404800,263.229165100,543.273724300,788.048466100,792.934254200,949.702479300,519.913288600,385.091053600,259.887552300,296.226595100,217.331253500,196.336050400,55.9900094200,1.10084652700
ReAtlas_NonPowered_Dams.578,578,IL00525,40.1566228000,-87.6519531700,NHD,LAKE VERMILION DAM,CONSUMERS ILLINOIS WATER COMPANY,VERMILION,DANVILLE,IL,NORTH FORK VERMILION RIVER,1925,15352,,31,Head estimated from NID,5,233.287000000,375.749813000,356.809992300,353.623578800,290.039263400,288.072938800,254.677087600,167.860546400,83.7528693600,92.1405091100,127.597521900,153.308932800,263.152455400,4609.37967100,630.550023600,540.821712200,593.419739100,471.017591600,483.418466400,413.590170800,281.688687200,140.546640200,149.634226000,214.122848900,248.970444400,441.599120600,47.9796686500,1.09668305100
ReAtlas_NonPowered_Dams.584,584,TX01417,32.3628310800,-98.6758843600,NHD,LAKE LEON DAM,EASTLAND COUNTY WSD,EASTLAND,NONE,TX,LEON RIVER,1954,72250,,63,Head estimated from NID,12,58.1471033800,45.2936933800,52.5520925500,83.3363462700,62.0101659000,67.4586214500,73.1610473200,70.5125000200,63.9914919100,48.5796919200,32.9661190900,39.7666184500,57.3027902900,2297.78835700,152.015721300,159.307829300,279.695336100,201.406379700,226.406155800,237.623967900,236.655652400,214.769697000,157.784771800,110.641636800,129.160284200,192.320924800,24.5734934300,1.06742904800
ReAtlas_NonPowered_Dams.585,585,IL01073,40.1406408700,-88.8816141100,NHD,CLINTON POWER STATION/CLINTON LAKE DAM,AMERGEN ENERGY CO.,DEWITT,KENNEY,IL,SALT CREEK,1977,250000,,45,Head estimated from NID,7,182.884320000,204.856952700,248.886674600,249.872628300,250.132835300,267.358690600,250.216222000,136.305291100,92.9848417600,121.407562900,94.8938139900,111.806109800,172.342878800,5219.50428600,496.560676800,544.903501500,605.675910700,586.748357900,648.061052300,586.943962100,330.395657500,225.389547900,284.791431200,230.016779400,262.268851200,417.748557700,55.9900094200,1.06417882200
ReAtlas_NonPowered_Dams.592,592,TX03549,31.9338595500,-94.9760414300,NHD,LAKE STRIKER DAM,ANGELINA NACOGDOCHES COUNTIES WCID 1,RUSK,NONE,TX,STRIKER CREEK,1956,80000,,28,Head estimated from NID,12,127.548180000,178.134210800,224.778897800,220.198250100,164.161151800,105.565129500,109.164226500,108.383144800,60.7997757800,60.0720594900,74.3206419000,101.024024700,130.941837000,2240.13240000,265.714702100,302.844803200,328.459716800,236.972637400,157.466703400,157.582560800,161.670208700,90.6922608500,86.7162189100,110.860722000,145.831881200,195.319984100,24.5734934300,1.04064518700
ReAtlas_NonPowered_Dams.593,593,LA00029,31.9043752200,-91.7648052300,NHD,TURKEY CREEK DAM,STATE OF LOUISIANA,FRANKLIN,HARRISONBURG,LA,TR-TURKEY CREEK,1953,85000,,35,Head estimated from NID,8,177.857910000,314.425149600,350.217011500,232.909511900,204.527454300,105.114115000,97.7757740100,106.244354500,66.1452871400,118.993934800,95.7294016700,132.838695800,320.980085500,3904.65456600,586.267122700,589.809602700,434.275660000,369.053592700,195.992431900,176.428640400,198.099840500,123.332396300,214.715131000,178.493994300,239.696905800,598.489247300,43.0763824000,1.03475918300
ReAtlas_NonPowered_Dams.597,597,TX04942,29.4916700000,-96.0616700000,NID,E S ROTHROCK TRUST LAKE NO 1 DAM,PEMM PARTNERS LTD,WHARTON,NONE,TX,TR-SAN BERNARD RIVER,1982,340,,21,Head estimated from NID,12,167.042910000,181.485335200,136.468281300,146.427031600,104.921969400,139.334948600,121.891732000,236.000656700,103.264880100,182.341444000,195.610769900,353.846770300,103.021307000,2200.33461900,203.035066500,137.897874900,163.813908600,113.594030400,155.879705200,131.966385900,264.023586200,115.526644500,197.412416500,218.837768000,383.093083400,115.254149300,24.5734934300,1.02215727600
ReAtlas_NonPowered_Dams.31,31,CO01283,38.0674598700,-102.937270700,NHD,,CESPA,BENT,LAMAR,CO,ARKANSAS,1943,608245,CE,78,Head estimated by upstream/downstream pool elevation,11,5026.71610000,2436.02313100,2424.52536100,2882.47901000,4172.95561800,10446.1582000,12858.9169900,7834.77621700,6540.42561300,2998.72628200,2713.66364400,2555.90338400,2284.20316300,247621.868200,10191.8934600,9162.13182900,12059.7865500,16895.7235200,43704.8934700,52063.9868000,32779.3293500,27363.9934700,12141.4303900,11353.4926600,10348.5013700,9556.70534800,35.8431370300,78.8640138700
ReAtlas_NonPowered_Dams.40,40,AZ10314,33.7319007500,-114.511858500,NHD,PALO VERDE DIVERSION,DOI BR,,MAYFLOWER,AZ/CA,COLORADO RIVER,1957,1000,DOI BR,46,Head estimated from NID,15,5603.13621400,3825.82735000,4713.67772200,6287.07531900,7479.93109700,7022.21354900,7013.16839700,6867.21830100,5846.65642300,5574.14215900,4953.12144300,4208.51442500,3420.11533700,161670.358800,9375.47799000,10433.3619700,15406.9514600,17738.8397100,17208.4630500,16631.9005400,16828.6355200,14327.6717900,13219.2145900,12137.9970500,9980.59498300,8381.25015400,34.0133023400,54.2597135200
ReAtlas_NonPowered_Dams.58,58,CA00034,39.5205000000,-121.547800000,NID,Fish Barrier,California Department of Water Resources,Butte,Marysville,CA,Feather River,1964,580,FERC,61,Head estimated from NID,18,3443.72613100,4702.72731500,5382.40751100,5180.83020400,4199.07857700,4158.72291600,3234.97398500,3153.31342600,2596.35260900,2154.92275500,1731.44272400,1718.76522300,3219.20471700,131764.928600,15282.3397900,15798.3949900,16836.0192400,13205.4625200,13514.5017800,10173.5004300,10247.2467600,8437.30459500,6776.90382700,5626.62775600,5405.25482400,10461.3721000,42.7531571800,35.1825678200
ReAtlas_NonPowered_Dams.69,69,WY01292,42.5651266700,-106.701327200,NHD,GRAY REEF,USBR,NATRONA,CASPER,WY,NORTH PLATE RIVER,1961,1800,,30,Head estimated from NID,10,5389.79913000,1462.01543500,1539.00279900,2360.88786500,5036.50088700,11054.3220100,13424.9687900,12652.7769200,9096.88258200,2948.19369500,1718.08494400,1612.55870900,1445.93159100,101422.713300,2336.59494000,2221.60693000,3773.17400800,7789.68596600,17667.0315800,20763.6796500,20221.6842700,14538.6493900,4559.81316500,2745.84555700,2494.05812200,2310.88971900,38.3161116300,30.2168847900
ReAtlas_NonPowered_Dams.74,74,CO01281,39.5573542100,-105.062819500,NHD,CHATFIELD DAM,CENWO,DOUGLAS,DENVER,CO,SOUTH PLATTE RIVER,1973,355000,CE,124,Head estimated from NID,10,1256.76502000,762.274380500,808.480790700,843.340676900,1206.37090500,2899.56073700,3024.40459400,1367.85533700,1207.22784700,780.006329400,838.372235400,659.069410400,661.569850300,97750.0885600,5035.50728100,4823.89612900,5571.02301700,7712.09410000,19154.2042800,19334.4291700,9035.91369100,7974.82477300,4986.42845600,5538.20199600,4213.30230100,4370.26336400,38.3161116300,29.1226991300
ReAtlas_NonPowered_Dams.77,77,WA00298,47.2775767300,-121.786903900,NHD,HOWARD A HANSON DAM,CENWS,KING,AUBURN,WA,GREEN,1962,136700,CE,149,Head estimated by upstream/downstream pool elevation,17,1083.66746700,1463.28749100,1063.19005300,1076.20879000,1044.55888600,1297.78735500,1423.17081200,1012.48257200,623.132745000,506.287358700,796.396099000,1441.14906100,1256.97334700,101619.866100,11654.1625700,7648.18975500,8571.32469300,8050.89014600,10336.0583000,10969.0243600,8063.78553000,4962.85956100,3902.18681100,6342.79297000,11107.5909000,10011.0004500,44.1638648000,26.2668165100
ReAtlas_NonPowered_Dams.81,81,AZ10005,32.7055436800,-114.728875500,NHD,Morelos Diversion,IBWC,YUMA,YUMA,AZ/CA,COLORADO,1950,1160,IBWC,18,Head estimated from NID,15,6641.45579100,4534.79305900,5587.17136500,7452.13594600,8866.04034000,8323.50295700,8312.78164400,8139.78547200,6930.10283500,6607.08883600,5870.98650500,4988.39604000,4053.89837800,74985.4809400,4348.50724300,4839.17194800,7146.00792500,8227.57762500,7981.57984800,7714.16028200,7805.40933700,6645.41953300,6131.29809800,5629.81088800,4629.17086600,3887.36734600,34.0133023400,25.1665843000
ReAtlas_NonPowered_Dams.96,96,OR00595,42.4362300000,-122.983900000,NID,Gold Ray Dam,,Jackson,GOLD HILL,OR,Rogue River,1941,100,,35,Head estimated from NID,17,3588.67811400,7589.18928500,5745.76138400,5044.57014700,4331.73218800,3870.34216900,2486.09745900,1571.96039800,1386.01609400,1210.20765300,1170.84213900,2366.63811700,6371.78720600,78785.0727800,14150.5607000,9676.58659500,9405.94487700,7816.26766100,7216.51677600,4485.96596500,2931.02730600,2584.32147700,2183.72386100,2183.11497200,4270.41104500,11880.6315500,44.1638648000,20.3644536300
ReAtlas_NonPowered_Dams.102,102,UT10136,40.1900958000,-110.448745700,NHD,STARVATION,DOI BR,DUCHESNE,DUCHESNE,UT,STRAWBERRY RIVER,1969,186990,DOI BR,155,Head estimated from NID,14,556.982810000,296.225582000,332.435290800,447.860474500,679.491316200,1551.23089400,1480.93151300,450.122555300,277.162055600,288.151656500,311.422497400,298.781889100,265.003239800,54152.0472600,2446.04520600,2479.39303400,3698.15111500,5429.81945700,12809.0925400,11834.1332000,3716.82996100,2288.63055200,2302.62173100,2571.53180900,2387.56798800,2188.23067200,31.2475691200,19.7831086700
ReAtlas_NonPowered_Dams.116,116,NM00404,35.6220886800,-106.319927700,NHD,COCHITI LAKE,CESPA,SANDOVAL,COCHITI PUEBLO,NM,,1975,722000,CE,108,Head estimated by upstream/downstream pool elevation,13,674.471633600,478.009900300,514.316197000,635.975497800,933.413810200,1498.97160400,1173.72307700,538.532441100,610.715395200,409.469225800,356.619692900,447.917046000,489.097983900,46080.0256200,2773.66970900,2695.53137400,3690.27079300,5241.45226700,8697.83686500,6590.87472000,3124.85393800,3543.69813600,2299.31610000,2069.29864700,2515.21435700,2838.00871500,28.2632501900,18.6117196800
